"identifier","score","Gene"
"5ZMD",0.988204715412516,"FTO"
"3LFM",0.979320646771533,"FTO"
"5DAB",0.979320646771533,"FTO"
"5F8P",0.979320646771533,"FTO"
"6AEJ",0.979320646771533,"FTO"
"6AK4",0.979320646771533,"FTO"
"4IDZ",0.974020043311144,"FTO"
"4IE0",0.974020043311144,"FTO"
"4IE4",0.974020043311144,"FTO"
"4IE5",0.974020043311144,"FTO"
"4IE6",0.974020043311144,"FTO"
"4IE7",0.974020043311144,"FTO"
"4QHO",0.974020043311144,"FTO"
"4ZS3",0.974020043311144,"FTO"
"4CXW",0.968197421851915,"FTO"
"4CXX",0.968197421851915,"FTO"
"4CXY",0.968197421851915,"FTO"
"6AKW",0.968197421851915,"FTO"
"4QKN",0.964037011858078,"FTO"
"4ZS2",0.964037011858078,"FTO"
"1SHL",1,"FXN"
"6JYU",1,"G6PD"
"7UAG",0.957548904195331,"G6PD"
"1DPG",0.946577883114775,"G6PD"
"1E77",0.946577883114775,"G6PD"
"7ZVD",0.932426282190047,"G6PD"
"1H94",0.91607875645581,"G6PD"
"1H9B",0.91607875645581,"G6PD"
"1JVE",1,"GAA"
"1LT6",0.970979098766803,"GAA"
"1EEI",0.939503903499733,"GAA"
"8BEJ",1,"GABRA5"
"8BHA",0.941124460072204,"GABRA5"
"8BHB",0.941124460072204,"GABRA5"
"8BHI",0.941124460072204,"GABRA5"
"8BHK",0.941124460072204,"GABRA5"
"8BHM",0.941124460072204,"GABRA5"
"8BHO",0.941124460072204,"GABRA5"
"8BHQ",0.941124460072204,"GABRA5"
"8BHR",0.941124460072204,"GABRA5"
"8BHS",0.941124460072204,"GABRA5"
"6DW1",1,"GABRB1"
"6DW0",0.94442116656423,"GABRB1"
"8VQY",1,"GABRB2"
"8VRN",1,"GABRB2"
"6X3Z",0.941151572490494,"GABRB2"
"7T0W",0.941151572490494,"GABRB2"
"8SGO",0.941151572490494,"GABRB2"
"8SI9",0.941151572490494,"GABRB2"
"8SID",0.941151572490494,"GABRB2"
"7QN6",1,"GABRD"
"7QN8",0.916617255938221,"GABRD"
"7QND",0.916617255938221,"GABRD"
"5AUK",1,"GAK"
"2PKR",1,"GAPDH"
"1CER",0.992911262736155,"GAPDH"
"2G82",0.9907430087177,"GAPDH"
"1I32",0.990139808257974,"GAPDH"
"1I33",0.987430163290623,"GAPDH"
"2X0N",0.983405983567463,"GAPDH"
"2PKQ",0.976047108558301,"GAPDH"
"1IHY",0.975693705134382,"GAPDH"
"4GPD",0.974351415152372,"GAPDH"
"7Q57",0.974240066171609,"GAPDH"
"1IHX",0.973274932313008,"GAPDH"
"1YWG",0.973274932313008,"GAPDH"
"1RM4",0.970676045789693,"GAPDH"
"1GYQ",0.96943690288945,"GAPDH"
"1ML3",0.96943690288945,"GAPDH"
"1K3T",0.968292311480828,"GAPDH"
"2CZC",0.968292311480828,"GAPDH"
"1A7K",0.966706326675863,"GAPDH"
"1GYP",0.966706326675863,"GAPDH"
"1NPT",0.966706326675863,"GAPDH"
"1NQA",0.966706326675863,"GAPDH"
"1QXS",0.966706326675863,"GAPDH"
"1H6D",0.965626563076901,"GAPDH"
"7Q55",0.965100001161389,"GAPDH"
"7Q56",0.965100001161389,"GAPDH"
"3LLN",1,"GCG"
"2MJJ",0.965184167047241,"GCG"
"153D",0.957456792341031,"GCG"
"1D75",0.953639215715018,"GCG"
"1D96",0.953639215715018,"GCG"
"4PWM",0.949852111828629,"GCG"
"150D",0.946094828053174,"GCG"
"169D",0.942367263984239,"GCG"
"1N5C",0.942367263984239,"GCG"
"1KGK",1,"GCK"
"6A9P",1,"GFAP"
"8J0E",1,"GK"
"8J27",1,"GK"
"8J28",1,"GK"
"2ADV",0.953592652779664,"GK"
"7WT0",1,"GLO1"
"7WT1",1,"GLO1"
"7WT2",1,"GLO1"
"2ZA0",0.958283896200017,"GLO1"
"3W0U",0.958283896200017,"GLO1"
"4OPN",0.958283896200017,"GLO1"
"6L0U",0.958283896200017,"GLO1"
"3VW9",0.919908718845985,"GLO1"
"4KYH",0.919908718845985,"GLO1"
"4PV5",0.919908718845985,"GLO1"
"4X2A",0.919908718845985,"GLO1"
"6GB1",1,"GLP1R"
"4GXG",1,"GLTP"
"4GJQ",0.982250840745056,"GLTP"
"3RWV",0.981518200484659,"GLTP"
"2EVS",0.980831856224306,"GLTP"
"4NT1",0.976514354280843,"GLTP"
"3KV0",0.972187738569833,"GLTP"
"4GHS",0.972091753145656,"GLTP"
"4KBR",0.968347691395421,"GLTP"
"4GH0",0.966836308784528,"GLTP"
"4GHP",0.966836308784528,"GLTP"
"4GIX",0.966836308784528,"GLTP"
"4GVT",0.966836308784528,"GLTP"
"4GXD",0.966836308784528,"GLTP"
"2I3F",0.966132851971279,"GLTP"
"4H2Z",0.964196176367303,"GLTP"
"2Q52",0.964044635743072,"GLTP"
"4NTO",0.963784941845437,"GLTP"
"4K8N",0.958279547561553,"GLTP"
"4KF6",0.958279547561553,"GLTP"
"1SWX",0.955628265322328,"GLTP"
"1TFJ",0.955526171734794,"GLTP"
"3RIC",0.95354707832973,"GLTP"
"3RZN",0.95354707832973,"GLTP"
"3S0I",0.95354707832973,"GLTP"
"3S0K",0.95354707832973,"GLTP"
"7BW0",1,"GPBAR1"
"7XTQ",1,"GPBAR1"
"7CFM",0.941150379892508,"GPBAR1"
"2PLA",1,"GPD1L"
"8XOF",1,"GPER1"
"4PD0",1,"GPHN"
"5ERQ",1,"GPHN"
"5ERR",1,"GPHN"
"4U91",0.941127081839015,"GPHN"
"5ERU",0.941127081839015,"GPHN"
"5ERV",0.941127081839015,"GPHN"
"6FGD",0.941127081839015,"GPHN"
"6HSO",0.941127081839015,"GPHN"
"8H8J",1,"GPR35"
"8I0B",1,"GRIA2"
"5CMM",1,"GRIK2"
"3QEK",1,"GRIN1"
"5KCJ",1,"GRIN2A"
"4OX2",1,"GRIN2B"
"3OEL",1,"GRIN2D"
"3OEM",1,"GRIN2D"
"3OEK",0.949962632401558,"GRIN2D"
"3OEN",0.949962632401558,"GRIN2D"
"4JWY",0.949962632401558,"GRIN2D"
"2RC9",1,"GRIN3A"
"4KCD",0.941127013240122,"GRIN3A"
"2RCA",1,"GRIN3B"
"2RCB",0.937441047523382,"GRIN3B"
"1SGO",1,"GSK3B"
"6ATR",1,"GSN"
"1DXL",1,"GSR"
"1H6V",0.999621415686739,"GSR"
"3EAN",0.96542038478088,"GSR"
"3EAO",0.96542038478088,"GSR"
"1FEA",0.949609451213202,"GSR"
"1MOK",0.949609451213202,"GSR"
"1NDA",0.949609451213202,"GSR"
"3LAD",0.93430818018846,"GSR"
"1AOG",0.914041516994475,"GSR"
"1FEC",0.914041516994475,"GSR"
"1GER",0.914041516994475,"GSR"
"1LPF",0.914041516994475,"GSR"
"1MO9",0.914041516994475,"GSR"
"1Q1R",0.914041516994475,"GSR"
"1XDI",0.914041516994475,"GSR"
"7MGN",0.905138584415581,"GSR"
"7MGO",0.905138584415581,"GSR"
"7BIB",1,"GSTA1"
"3KTL",0.976247463445903,"GSTA1"
"3L0H",0.976247463445903,"GSTA1"
"4HJ2",0.976247463445903,"GSTA1"
"7BIC",0.976247463445903,"GSTA1"
"6YAW",0.931974108807673,"GSTA1"
"4ACS",1,"GSTA2"
"5LD0",0.961493932525783,"GSTA2"
"3RPP",1,"GSTK1"
"3RPN",0.911850819005268,"GSTK1"
"7BEU",1,"GSTM1"
"1XWK",0.942916094677316,"GSTM1"
"1HNA",1,"GSTM2"
"1HNB",0.96779209606135,"GSTM2"
"1YKC",0.96779209606135,"GSTM2"
"1GSU",0.955284680848138,"GSTM2"
"1HNC",0.909223765165672,"GSTM2"
"1XW5",0.909223765165672,"GSTM2"
"2AB6",0.909223765165672,"GSTM2"
"3GTU",1,"GSTM3"
"6LLX",1,"GSTP1"
"5X79",0.901855145541938,"GSTP1"
"1Y01",1,"HBA1"
"1Z8U",1,"HBA1"
"3IA3",1,"HBA1"
"7QU4",1,"HBA1"
"1SHR",1,"HBA2"
"1SI4",1,"HBA2"
"2NP2",1,"HBB"
"9F0E",0.923043530763368,"HBB"
"9EZZ",0.909895085109034,"HBB"
"1ZEJ",1,"HBD"
"5RPM",0.938629557469255,"HBD"
"2MWI",1,"HDAC1"
"4D6K",0.973753838301808,"HDAC1"
"7U3M",1,"HDAC10"
"7U69",1,"HDAC10"
"7U6A",1,"HDAC10"
"7U6B",1,"HDAC10"
"6WDV",0.990330437000808,"HDAC10"
"6WDW",0.990330437000808,"HDAC10"
"6WDX",0.990330437000808,"HDAC10"
"9CBF",0.990330437000808,"HDAC10"
"9CBG",0.990330437000808,"HDAC10"
"9CBH",0.990330437000808,"HDAC10"
"9CBI",0.990330437000808,"HDAC10"
"9CBJ",0.990330437000808,"HDAC10"
"7U59",0.988561511567129,"HDAC10"
"6WBQ",0.977528848005482,"HDAC10"
"6WDY",0.977528848005482,"HDAC10"
"7SGI",0.977528848005482,"HDAC10"
"7SGK",0.977528848005482,"HDAC10"
"7SGG",0.965053784169735,"HDAC10"
"7SGJ",0.965053784169735,"HDAC10"
"7KUQ",0.963195972199876,"HDAC10"
"7KUR",0.949092450750815,"HDAC10"
"7KUS",0.949092450750815,"HDAC10"
"7KUT",0.949092450750815,"HDAC10"
"7KUV",0.949092450750815,"HDAC10"
"6VNQ",0.911952154659655,"HDAC10"
"7ZZO",1,"HDAC2"
"7ZZP",1,"HDAC2"
"7ZZR",1,"HDAC2"
"7ZZS",1,"HDAC2"
"7ZZT",1,"HDAC2"
"7ZZU",1,"HDAC2"
"7ZZW",1,"HDAC2"
"8A0B",1,"HDAC2"
"4A69",1,"HDAC3"
"2H8N",1,"HDAC4"
"8Q9P",1,"HDAC5"
"5G0I",1,"HDAC6"
"6UO2",1,"HDAC6"
"6UO3",1,"HDAC6"
"6V7A",1,"HDAC6"
"6VNR",1,"HDAC6"
"5G0G",0.9749371266282,"HDAC6"
"5G0H",0.9749371266282,"HDAC6"
"5G0J",0.9749371266282,"HDAC6"
"8EQI",0.9749371266282,"HDAC6"
"8QA7",0.9749371266282,"HDAC6"
"6CGP",0.971947471064504,"HDAC6"
"6V79",0.971947471064504,"HDAC6"
"5WGK",0.958750211180443,"HDAC6"
"5WGL",0.958750211180443,"HDAC6"
"6PYE",0.958750211180443,"HDAC6"
"8CJ7",0.958750211180443,"HDAC6"
"8G1Z",0.958750211180443,"HDAC6"
"5G0F",0.943092009585389,"HDAC6"
"7UK2",0.943092009585389,"HDAC6"
"5WGI",0.927937127799285,"HDAC6"
"5WGM",0.927937127799285,"HDAC6"
"9CBK",0.927937127799285,"HDAC6"
"6UO7",0.920882637790269,"HDAC6"
"6UOC",0.920882637790269,"HDAC6"
"8BJK",0.920882637790269,"HDAC6"
"3C0Y",1,"HDAC7"
"3C0Z",1,"HDAC7"
"3C10",1,"HDAC7"
"5D1D",1,"HDAC8"
"6FU1",0.993213479228859,"HDAC8"
"6HQY",0.993213479228859,"HDAC8"
"6HRQ",0.993213479228859,"HDAC8"
"6HSZ",0.993213479228859,"HDAC8"
"6HT8",0.993213479228859,"HDAC8"
"6HTI",0.993213479228859,"HDAC8"
"6HSF",0.976723193485059,"HDAC8"
"6HSG",0.976723193485059,"HDAC8"
"6HSH",0.976723193485059,"HDAC8"
"6HTG",0.976723193485059,"HDAC8"
"6HTH",0.976723193485059,"HDAC8"
"6HTT",0.976723193485059,"HDAC8"
"6HTZ",0.976723193485059,"HDAC8"
"6HU0",0.976723193485059,"HDAC8"
"6HU1",0.976723193485059,"HDAC8"
"6HU2",0.976723193485059,"HDAC8"
"6HU3",0.976723193485059,"HDAC8"
"1VKG",0.976291997812858,"HDAC8"
"2V5X",0.976291997812858,"HDAC8"
"5D1C",0.976291997812858,"HDAC8"
"1W22",0.963149096612165,"HDAC8"
"4BZ8",0.95722713992492,"HDAC8"
"1T64",0.937565709850133,"HDAC8"
"7P2S",0.926407513060027,"HDAC8"
"8Q9R",1,"HDAC9"
"6HYG",1,"HGF"
"1H2M",1,"HIF1A"
"2ILM",1,"HIF1A"
"8HE0",1,"HIF1A"
"8HE3",1,"HIF1A"
"3HQU",0.939381947833554,"HIF1A"
"4JAA",1,"HIF1AN"
"7A1J",1,"HIF1AN"
"7A1K",1,"HIF1AN"
"7A1L",1,"HIF1AN"
"7A1M",1,"HIF1AN"
"1YCI",0.96149639616375,"HIF1AN"
"4NR1",0.96149639616375,"HIF1AN"
"4Z1V",0.96149639616375,"HIF1AN"
"4Z2W",0.96149639616375,"HIF1AN"
"5JWK",0.96149639616375,"HIF1AN"
"5JWL",0.96149639616375,"HIF1AN"
"6RUJ",0.96149639616375,"HIF1AN"
"7A1N",0.96149639616375,"HIF1AN"
"7A1O",0.96149639616375,"HIF1AN"
"7A1P",0.96149639616375,"HIF1AN"
"7A1Q",0.96149639616375,"HIF1AN"
"8IHZ",0.96149639616375,"HIF1AN"
"3OD4",0.925847810918459,"HIF1AN"
"8II0",0.925847810918459,"HIF1AN"
"8K71",0.925847810918459,"HIF1AN"
"8K72",0.925847810918459,"HIF1AN"
"8K73",0.925847810918459,"HIF1AN"
"8TOA",1,"HK2"
"6LX0",0.949370043304869,"HK2"
"2RRQ",1,"HMGB1"
"2RRR",1,"HMGB1"
"8DJK",1,"HMGCR"
"8DJM",1,"HMGCR"
"1N3U",1,"HMOX1"
"1N45",1,"HMOX1"
"1NI6",1,"HMOX1"
"1OYK",1,"HMOX1"
"1OYL",1,"HMOX1"
"1OZE",1,"HMOX1"
"1OZL",1,"HMOX1"
"1OZR",1,"HMOX1"
"1OZW",1,"HMOX1"
"1S13",1,"HMOX1"
"1S8C",1,"HMOX1"
"1T5P",1,"HMOX1"
"1TWN",1,"HMOX1"
"1TWR",1,"HMOX1"
"1XJZ",1,"HMOX1"
"1XK0",1,"HMOX1"
"1XK1",1,"HMOX1"
"1XK2",1,"HMOX1"
"1XK3",1,"HMOX1"
"3CZY",1,"HMOX1"
"3HOK",1,"HMOX1"
"3K4F",1,"HMOX1"
"3TGM",1,"HMOX1"
"4WD4",1,"HMOX1"
"5BTQ",1,"HMOX1"
"8PI7",1,"HNF4A"
"8PI8",1,"HNF4A"
"8PI9",1,"HNF4A"
"8PIA",1,"HNF4A"
"1LV2",1,"HNF4G"
"7BX7",1,"HNRNPA1"
"7ZJ2",1,"HNRNPA1"
"8T01",1,"HP"
"1P0G",0.97422360280857,"HP"
"1P0J",0.97422360280857,"HP"
"1P0L",0.97422360280857,"HP"
"1P0O",0.97422360280857,"HP"
"1P5K",0.97422360280857,"HP"
"1P5L",0.97422360280857,"HP"
"8R0F",0.967951537291195,"HP"
"1OT0",0.966527609530251,"HP"
"3T9J",0.934012369850626,"HP"
"3GO0",0.931120161529994,"HP"
"3TA8",0.923438343754018,"HP"
"8SK1",0.906633590108016,"HP"
"1FU0",1,"HPR"
"1Y51",0.999679271184476,"HPR"
"1Y4Y",0.999422169465676,"HPR"
"3LFG",0.999170495650862,"HPR"
"3LE3",0.998650321518877,"HPR"
"3LNW",0.997855796995426,"HPR"
"1MO1",0.99764067106745,"HPR"
"1SPH",0.997304201330367,"HPR"
"3LE1",0.99714811893575,"HPR"
"1PTF",0.996695250813191,"HPR"
"3IHS",0.996116033147848,"HPR"
"1KA5",0.995771180314609,"HPR"
"2RLZ",0.995771180314609,"HPR"
"3LE5",0.995771180314609,"HPR"
"1QR5",0.995019837782868,"HPR"
"1QFR",0.994302751356282,"HPR"
"1MU4",0.994029124685347,"HPR"
"1K1C",0.992420655804184,"HPR"
"2AK7",0.991765085622773,"HPR"
"1KKL",0.989401836537345,"HPR"
"1KKM",0.989401836537345,"HPR"
"7FF5",0.988130138943486,"HPR"
"1Y50",0.987710984135684,"HPR"
"2HID",0.987710984135684,"HPR"
"2HPR",0.987710984135684,"HPR"
"2ILT",1,"HSD11B1"
"4P38",1,"HSD11B1"
"4YYZ",1,"HSD11B1"
"2RBE",0.959954291015617,"HSD11B1"
"3FCO",0.959954291015617,"HSD11B1"
"3FRJ",0.959954291015617,"HSD11B1"
"3QQP",0.959954291015617,"HSD11B1"
"4HFR",0.959954291015617,"HSD11B1"
"4K1L",0.959954291015617,"HSD11B1"
"1XU7",0.922992673820487,"HSD11B1"
"3BYZ",0.922992673820487,"HSD11B1"
"3CZR",0.922992673820487,"HSD11B1"
"3EY4",0.922992673820487,"HSD11B1"
"3G49",0.922992673820487,"HSD11B1"
"3LZ6",0.922992673820487,"HSD11B1"
"3PDJ",0.922992673820487,"HSD11B1"
"4HX5",0.922992673820487,"HSD11B1"
"6NJ7",0.922992673820487,"HSD11B1"
"6MNC",1,"HSD17B1"
"7X3Z",1,"HSD17B1"
"6CGC",0.933269981808545,"HSD17B1"
"6CGE",0.933269981808545,"HSD17B1"
"6DTP",0.933269981808545,"HSD17B1"
"5HDK",1,"HSF1"
"5JCT",0.930309830090646,"HSF1"
"5NJX",1,"HSP90AA1"
"3GDQ",1,"HSPA5"
"3FE1",0.97299942040881,"HSPA5"
"2N3J",1,"HSPB1"
"3Q9P",1,"HSPB1"
"3Q9Q",1,"HSPB1"
"7AZP",1,"HSPD1"
"8FY8",1,"HTR1A"
"8FYE",1,"HTR1A"
"8FYL",1,"HTR1A"
"8FYT",1,"HTR1A"
"8FYX",1,"HTR1A"
"8PJK",1,"HTR1A"
"8PKM",1,"HTR1A"
"8JSP",0.944422158196491,"HTR1A"
"8JT6",0.944422158196491,"HTR1A"
"7e+32",1,"HTR1D"
"6W1J",1,"HTR3A"
"6W1M",1,"HTR3A"
"6W1Y",1,"HTR3A"
"8JLZ",1,"HTR6"
"7YS6",0.937470436010158,"HTR6"
"2PE4",1,"HYAL1"
"3DGJ",1,"IAPP"
"5E5V",0.946890269744446,"IAPP"
"5E5X",0.946890269744446,"IAPP"
"5E5Z",0.946890269744446,"IAPP"
"5E61",0.936938154684786,"IAPP"
"1P53",1,"ICAM1"
"6S8U",0.949964637504402,"ICAM1"
"2J7C",1,"IDE"
"2ZOE",0.989285381741132,"IDE"
"3AH2",0.959094470601436,"IDE"
"3AH4",0.959094470601436,"IDE"
"2ZS6",0.945992341355072,"IDE"
"3AH1",0.945992341355072,"IDE"
"8F9Q",0.945992341355072,"IDE"
"4IOF",0.910345598786776,"IDE"
"8F9P",0.908749384792523,"IDE"
"8F9R",0.908749384792523,"IDE"
"2LOQ",1,"IFI27"
"2E8O",1,"IFNG"
"7XLC",1,"IGF1R"
"8PYI",0.928232241305611,"IGF1R"
"8PYJ",0.928232241305611,"IGF1R"
"8PYK",0.928232241305611,"IGF1R"
"8PYL",0.928232241305611,"IGF1R"
"8PYM",0.928232241305611,"IGF1R"
"8PYN",0.928232241305611,"IGF1R"
"7WRQ",1,"IGFBP3"
"4O6K",1,"IL10"
"1YKB",0.963773245283722,"IL10"
"8DYF",1,"IL17A"
"8DYG",1,"IL17A"
"8DYH",1,"IL17A"
"8DYI",1,"IL17A"
"8USR",1,"IL17A"
"8USS",1,"IL17A"
"4NUX",1,"IL17RA"
"2L5X",1,"IL1A"
"4X37",1,"IL1B"
"4X38",1,"IL1B"
"4X39",1,"IL1B"
"4X3A",1,"IL1B"
"3QB1",1,"IL2"
"7AH1",0.918048565313963,"IL2"
"4PQ7",1,"IL3"
"4YDW",1,"IL4"
"8Q0X",0.97318503485658,"IL4"
"3QT2",1,"IL5"
"4XE1",0.968472375759264,"IL5"
"7PHS",1,"IL6"
"5SFK",0.982241337942328,"IL6"
"7OPB",1,"IL7R"
"4RU1",1,"INS"
"5FYR",0.95194558307274,"INS"
"6S2A",0.9445996828727,"INS"
"5YSP",0.940515382911088,"INS"
"2X1I",0.923875726625421,"INS"
"5YSQ",0.913533550261777,"INS"
"6X7Z",0.913533550261777,"INS"
"5YA8",0.907063024417423,"INS"
"5E1S",1,"INSR"
"6E7F",1,"IPMK"
"8HCS",1,"IRF1"
"8HCM",0.94992877224072,"IRF1"
"4EKJ",1,"ITGAV"
"4M29",0.971382075455912,"ITGAV"
"1S4X",1,"ITGB3"
"2KV9",1,"ITGB3"
"2L91",1,"ITGB3"
"2LJD",1,"ITGB3"
"2LJE",1,"ITGB3"
"2LJF",1,"ITGB3"
"2RMZ",1,"ITGB3"
"2RN0",1,"ITGB3"
"1KUP",0.904728923424646,"ITGB3"
"1KUZ",0.904728923424646,"ITGB3"
"6VGU",0.904728923424646,"ITGB3"
"6FPY",1,"ITIH1"
"6DQJ",1,"ITPR3"
"6DRA",1,"ITPR3"
"3JRR",0.953527448206954,"ITPR3"
"6DQN",0.953527448206954,"ITPR3"
"6DQV",0.953527448206954,"ITPR3"
"6DRC",0.953527448206954,"ITPR3"
"7T3P",0.91118258209145,"ITPR3"
"7T3Q",0.91118258209145,"ITPR3"
"7T3R",0.91118258209145,"ITPR3"
"7T3T",0.91118258209145,"ITPR3"
"7T3U",0.91118258209145,"ITPR3"
"8TKD",0.91118258209145,"ITPR3"
"8TKE",0.91118258209145,"ITPR3"
"8TKH",0.91118258209145,"ITPR3"
"8TKI",0.91118258209145,"ITPR3"
"8TL9",0.91118258209145,"ITPR3"
"8TLA",0.91118258209145,"ITPR3"
"7F7W",1,"JAK2"
"8C08",1,"JAK2"
"8C09",1,"JAK2"
"8C0A",1,"JAK2"
"3FUP",0.971373727962729,"JAK2"
"4F08",0.971373727962729,"JAK2"
"6VGL",0.971373727962729,"JAK2"
"6VN8",0.971373727962729,"JAK2"
"6VNE",0.971373727962729,"JAK2"
"6VNK",0.971373727962729,"JAK2"
"7R8W",0.967540412185421,"JAK2"
"6E2Q",0.94135555419113,"JAK2"
"3IO7",0.940601208417804,"JAK2"
"3IOK",0.940601208417804,"JAK2"
"3Q32",0.940601208417804,"JAK2"
"4F09",0.940601208417804,"JAK2"
"5WIJ",0.940601208417804,"JAK2"
"5WIK",0.940601208417804,"JAK2"
"5WIL",0.940601208417804,"JAK2"
"5WIM",0.940601208417804,"JAK2"
"5WIN",0.940601208417804,"JAK2"
"6VNB",0.940601208417804,"JAK2"
"6VNC",0.940601208417804,"JAK2"
"6VNF",0.940601208417804,"JAK2"
"6VNG",0.940601208417804,"JAK2"
"5TTS",1,"JAK3"
"5TTV",1,"JAK3"
"5TOZ",0.999361690543694,"JAK3"
"3LXK",0.972718318275259,"JAK3"
"3LXL",0.972718318275259,"JAK3"
"5TTU",0.972718318275259,"JAK3"
"5LWM",0.942563199576518,"JAK3"
"5LWN",0.942563199576518,"JAK3"
"6GL9",0.942563199576518,"JAK3"
"6GLA",0.942563199576518,"JAK3"
"6GLB",0.942563199576518,"JAK3"
"1YVJ",0.937333684438348,"JAK3"
"4I6Q",0.937333684438348,"JAK3"
"4QPS",0.937333684438348,"JAK3"
"4QT1",0.937333684438348,"JAK3"
"5WFJ",0.937333684438348,"JAK3"
"6DA4",0.937333684438348,"JAK3"
"6DB3",0.937333684438348,"JAK3"
"6DB4",0.937333684438348,"JAK3"
"6DUD",0.937333684438348,"JAK3"
"4HVD",0.908153448164798,"JAK3"
"4HVG",0.908153448164798,"JAK3"
"4HVH",0.908153448164798,"JAK3"
"4HVI",0.908153448164798,"JAK3"
"7UYV",0.908153448164798,"JAK3"
"6MXQ",1,"JUN"
"6NOA",1,"JUN"
"2H7H",0.993529599543945,"JUN"
"7P20",0.991273017538152,"JUN"
"1PXZ",0.968942533686091,"JUN"
"2D0D",0.912090343394685,"JUN"
"8WJB",0.908911249440572,"JUN"
"7UCD",1,"JUND"
"3U86",0.995175814624513,"JUND"
"7UCC",0.949472881325868,"JUND"
"5VPA",0.907783457739704,"JUND"
"4A4X",1,"JUP"
"2A79",1,"KCNA2"
"7SSX",1,"KCNA3"
"7SSY",1,"KCNA3"
"7SSZ",0.933270115492606,"KCNA3"
"8DFL",0.933270115492606,"KCNA3"
"7E7Z",1,"KCND2"
"7F0J",1,"KCND2"
"7UK5",1,"KCND2"
"7UKC",1,"KCND2"
"7UKD",1,"KCND2"
"7UKE",1,"KCND2"
"7UKF",1,"KCND2"
"7E87",0.986192039029438,"KCND2"
"1NN7",0.951262433370719,"KCND2"
"7E8B",0.938759371097634,"KCND2"
"1S1G",1,"KCND3"
"7W3Y",0.948761599188872,"KCND3"
"7ATZ",1,"KCNN4"
"5L3E",1,"KDM1A"
"5L3F",1,"KDM1A"
"5L3G",1,"KDM1A"
"5LBQ",1,"KDM1A"
"5LGN",1,"KDM1A"
"5LGT",1,"KDM1A"
"5LGU",1,"KDM1A"
"5LHG",1,"KDM1A"
"5LHH",1,"KDM1A"
"6TE1",1,"KDM1A"
"4ZG1",1,"KDM5B"
"2MNY",0.966528993417765,"KDM5B"
"2MNZ",0.966528993417765,"KDM5B"
"6EIN",0.945135988177104,"KDM5B"
"6EIU",0.924669573427652,"KDM5B"
"6EIY",0.924669573427652,"KDM5B"
"6EJ0",0.924669573427652,"KDM5B"
"6EJ1",0.924669573427652,"KDM5B"
"6EK6",0.924669573427652,"KDM5B"
"6RBI",0.900447348267385,"KDM5B"
"2R1Y",1,"KDR"
"3WZD",0.934309713273356,"KDR"
"3WZE",0.934309713273356,"KDR"
"5EW3",0.934309713273356,"KDR"
"4IFJ",1,"KEAP1"
"4IFN",0.982071317152962,"KEAP1"
"7W96",0.977666760985411,"KEAP1"
"6RSP",1,"KHK"
"8YGY",1,"KLK1"
"6NOX",1,"KLK5"
"7U5B",0.937820637178591,"KLK5"
"5GVT",1,"KLKB1"
"6A8O",0.95828399561041,"KLKB1"
"7QOT",1,"KNG1"
"6EC0",1,"KRT1"
"6EC0",1,"KRT10"
"3ZGI",0.927224204300978,"KRT10"
"3TNU",1,"KRT14"
"6JFV",1,"KRT14"
"3TNU",1,"KRT5"
"2QLF",1,"LAP3"
"3IBC",1,"LAP3"
"3IBF",1,"LAP3"
"5IC6",1,"LAP3"
"6X8J",1,"LAP3"
"6X8L",1,"LAP3"
"2QL5",0.962290013997218,"LAP3"
"2QL7",0.962290013997218,"LAP3"
"2QL9",0.962290013997218,"LAP3"
"2QLB",0.962290013997218,"LAP3"
"2QLJ",0.962290013997218,"LAP3"
"3EDR",0.962290013997218,"LAP3"
"4LSZ",0.962290013997218,"LAP3"
"4ZVO",0.962290013997218,"LAP3"
"4ZVP",0.962290013997218,"LAP3"
"4ZVQ",0.962290013997218,"LAP3"
"4ZVR",0.962290013997218,"LAP3"
"4ZVS",0.962290013997218,"LAP3"
"4ZVT",0.962290013997218,"LAP3"
"4ZVU",0.962290013997218,"LAP3"
"5K20",0.962290013997218,"LAP3"
"1SHJ",0.912287632595191,"LAP3"
"1SHL",0.912287632595191,"LAP3"
"4FDL",0.912287632595191,"LAP3"
"4FEA",0.912287632595191,"LAP3"
"2OF2",1,"LCK"
"2OF4",1,"LCK"
"2OFV",0.990905327314571,"LCK"
"1H92",0.98561829571208,"LCK"
"3AC3",0.98561829571208,"LCK"
"3AC8",0.98561829571208,"LCK"
"3B2W",0.98561829571208,"LCK"
"3MPM",0.98561829571208,"LCK"
"1X27",0.98366708735263,"LCK"
"2OG8",0.977126704457731,"LCK"
"1Q69",0.969815621510507,"LCK"
"1KIK",0.969529699500753,"LCK"
"2IIM",0.969529699500753,"LCK"
"1QPC",0.961841507887014,"LCK"
"2OFU",0.961841507887014,"LCK"
"2ZM1",0.961841507887014,"LCK"
"2ZM4",0.961841507887014,"LCK"
"2ZYB",0.961841507887014,"LCK"
"3AC1",0.961841507887014,"LCK"
"3AC2",0.961841507887014,"LCK"
"3AC4",0.961841507887014,"LCK"
"3AC5",0.961841507887014,"LCK"
"3ACJ",0.961841507887014,"LCK"
"3ACK",0.961841507887014,"LCK"
"3BYM",0.961841507887014,"LCK"
"5T43",1,"LCN1"
"1XKI",0.945862636723118,"LCN1"
"5NKN",1,"LCN2"
"6GQZ",1,"LCN2"
"6GR0",0.975669558084684,"LCN2"
